Unix,Date,Symbol,Open,High,Low,Close,Volume,Volume Base Asset,tradecount
1642672800000,2022-01-20 10:00:00,BTCUSDT,42039.07,42142.58,41986.4,42089.94,7373.629,310203719.70055,76351
1642669200000,2022-01-20 09:00:00,BTCUSDT,41956.99,42082.14,41803.0,42038.6,9797.956,410948828.18452,89082
1642665600000,2022-01-20 08:00:00,BTCUSDT,42040.0,42068.29,41850.0,41956.98,6920.915,290182981.33815,67399
1642662000000,2022-01-20 07:00:00,BTCUSDT,41988.85,42145.71,41914.29,42039.99,6005.884,252334360.54491,65059
1642658400000,2022-01-20 06:00:00,BTCUSDT,41878.83,42038.6,41869.81,41988.84,5924.88,248687389.87074,62441
1642654800000,2022-01-20 05:00:00,BTCUSDT,41875.9,41936.62,41756.64,41878.84,5691.179,238122096.81016,59418
1642651200000,2022-01-20 04:00:00,BTCUSDT,41915.35,41978.89,41852.0,41875.9,4005.937,167842973.7438,45084
1642647600000,2022-01-20 03:00:00,BTCUSDT,41969.7,42068.12,41870.85,41915.36,4633.34,194384321.837,50414
1642644000000,2022-01-20 02:00:00,BTCUSDT,41756.21,42050.0,41752.21,41969.69,7480.505,313691562.55586,76417
1642640400000,2022-01-20 01:00:00,BTCUSDT,41824.64,41880.62,41646.47,41756.21,5736.467,239462359.47809,65327
1642636800000,2022-01-20 00:00:00,BTCUSDT,41656.9,41850.0,41631.3,41824.64,6765.843000000001,282485625.33281,65053
1642633200000,2022-01-19 23:00:00,BTCUSDT,41956.48,41971.99,41625.2,41657.89,6587.72,275342235.92706,67478
1642629600000,2022-01-19 22:00:00,BTCUSDT,41704.26,41986.76,41630.27,41956.47,6061.179,253603283.88586,68218
1642626000000,2022-01-19 21:00:00,BTCUSDT,41626.01,41830.01,41623.11,41704.26,6535.342,272708575.01647,74612
1642622400000,2022-01-19 20:00:00,BTCUSDT,41864.46,41964.43,41557.0,41626.0,11440.572,477143640.56162,120266
1642618800000,2022-01-19 19:00:00,BTCUSDT,42000.0,42046.62,41740.01,41864.47,9747.332,407705126.66598,105167
1642615200000,2022-01-19 18:00:00,BTCUSDT,42149.99,42220.0,41872.29,42000.01,9577.829,402474513.22038,99279
1642611600000,2022-01-19 17:00:00,BTCUSDT,41904.32,42366.95,41885.18,42150.0,22575.497000000003,951611280.5880699,192181
1642608000000,2022-01-19 16:00:00,BTCUSDT,41971.31,42049.0,41683.33,41904.33,19235.595,804413718.5151299,180478
1642604400000,2022-01-19 15:00:00,BTCUSDT,42475.99,42510.0,41828.0,41971.31,28400.707000000002,1196618881.09264,244853
1642600800000,2022-01-19 14:00:00,BTCUSDT,42171.24,42545.0,42041.08,42475.99,23468.38,993792048.18254,214563
1642597200000,2022-01-19 13:00:00,BTCUSDT,42075.64,42338.38,42000.0,42171.24,14666.124,618540245.18874,142242
1642593600000,2022-01-19 12:00:00,BTCUSDT,42023.97,42269.28,41893.87,42075.1,14835.786,624360167.12726,141356
1642590000000,2022-01-19 11:00:00,BTCUSDT,41494.61,42154.99,41486.29,42023.15,30848.389,1292428182.28093,234025
1642586400000,2022-01-19 10:00:00,BTCUSDT,41553.2,41602.96,41296.04,41494.2,12307.41,510005007.62705994,111096
1642582800000,2022-01-19 09:00:00,BTCUSDT,41362.87,41661.51,41323.46,41553.2,13866.059,575465985.73355,127831
1642579200000,2022-01-19 08:00:00,BTCUSDT,41271.21,41399.88,41115.64,41362.88,13211.046,545361216.3726,135691
1642575600000,2022-01-19 07:00:00,BTCUSDT,41700.01,41700.01,41133.73,41271.21,23661.112999999998,978538628.17131,222660
1642572000000,2022-01-19 06:00:00,BTCUSDT,41752.0,41835.97,41670.0,41700.0,6048.07,252551291.45362997,59122
1642568400000,2022-01-19 05:00:00,BTCUSDT,41699.55,41794.87,41640.83,41751.99,5430.049,226608996.14712998,59282
1642564800000,2022-01-19 04:00:00,BTCUSDT,41690.61,41790.68,41581.54,41699.55,9586.795,399608078.90606,86374
1642561200000,2022-01-19 03:00:00,BTCUSDT,42324.74,42326.36,41550.0,41690.59,23681.21,992103753.23299,196115
1642557600000,2022-01-19 02:00:00,BTCUSDT,42408.48,42498.87,42271.24,42324.74,5646.609,239294888.26604,54410
1642554000000,2022-01-19 01:00:00,BTCUSDT,42242.57,42449.0,42233.53,42409.54,5746.66,243471815.35831,59953
1642550400000,2022-01-19 00:00:00,BTCUSDT,42337.58,42471.59,42146.63,42242.57,10786.622,456074838.59152,96200
1642546800000,2022-01-18 23:00:00,BTCUSDT,42460.89,42546.66,42317.0,42337.58,6397.675,271428105.46968997,71546
1642543200000,2022-01-18 22:00:00,BTCUSDT,42348.56,42680.0,42209.67,42460.89,11471.421999999999,486525376.96033,132699
1642539600000,2022-01-18 21:00:00,BTCUSDT,41767.26,42478.0,41700.31,42348.55,21068.999,888140772.33485,209081
1642536000000,2022-01-18 20:00:00,BTCUSDT,41680.94,41769.86,41486.0,41767.25,7266.848000000001,302435444.20786,77964
1642532400000,2022-01-18 19:00:00,BTCUSDT,41596.99,41763.9,41563.38,41680.93,6374.592,265615536.86935,71824
1642528800000,2022-01-18 18:00:00,BTCUSDT,41480.65,41662.65,41380.22,41596.98,9781.065999999999,405759435.9856,96344
1642525200000,2022-01-18 17:00:00,BTCUSDT,41693.15,41720.31,41462.82,41480.65,9818.04,408116003.99859,91968
1642521600000,2022-01-18 16:00:00,BTCUSDT,41574.09,41777.99,41370.64,41693.15,13419.538,557980022.10167,115157
1642518000000,2022-01-18 15:00:00,BTCUSDT,41444.13,41854.09,41320.0,41574.09,21927.301,912954617.51099,170090
1642514400000,2022-01-18 14:00:00,BTCUSDT,41640.32,41680.0,41260.0,41441.51,23855.028,988671848.05072,209249
1642510800000,2022-01-18 13:00:00,BTCUSDT,41793.31,41833.0,41389.41,41640.32,17651.929,733344141.5950099,155818
1642507200000,2022-01-18 12:00:00,BTCUSDT,41842.4,41937.49,41600.0,41793.31,10650.499,444557971.61295,100783
1642503600000,2022-01-18 11:00:00,BTCUSDT,41909.99,41918.92,41675.31,41842.4,10152.003,424166969.21159,93498
1642500000000,2022-01-18 10:00:00,BTCUSDT,41885.83,42035.0,41815.43,41909.98,8305.862,348445484.5742,77911
1642496400000,2022-01-18 09:00:00,BTCUSDT,41709.99,41966.6,41379.39,41885.84,20485.724,854912478.48003,196285
1642492800000,2022-01-18 08:00:00,BTCUSDT,42040.0,42040.0,41618.92,41709.99,14170.796,592478224.1287,154434
1642489200000,2022-01-18 07:00:00,BTCUSDT,42219.8,42262.01,41944.02,42040.0,8903.65,374388643.3335,95697
1642485600000,2022-01-18 06:00:00,BTCUSDT,42084.87,42321.4,42084.87,42219.79,5236.803,221151108.02056,61197
1642482000000,2022-01-18 05:00:00,BTCUSDT,42022.26,42198.38,41970.04,42084.88,6061.415,255203088.45733,56467
1642478400000,2022-01-18 04:00:00,BTCUSDT,42027.18,42094.64,41855.0,42022.52,8071.923000000001,338908365.88774,84419
1642474800000,2022-01-18 03:00:00,BTCUSDT,42254.9,42277.0,41953.9,42027.18,6719.349,282793927.69301003,76341
1642471200000,2022-01-18 02:00:00,BTCUSDT,42238.64,42288.52,42127.0,42254.78,4484.705,189266787.64439,54193
1642467600000,2022-01-18 01:00:00,BTCUSDT,42337.99,42413.0,42150.0,42238.63,5903.43,249554293.62907997,62864
1642464000000,2022-01-18 00:00:00,BTCUSDT,42176.34,42398.0,42111.14,42338.0,9293.868,392872791.5901,89635
1642460400000,2022-01-17 23:00:00,BTCUSDT,42063.77,42234.1,42032.61,42176.34,6304.945,265780246.38674,67934
1642456800000,2022-01-17 22:00:00,BTCUSDT,41710.21,42368.0,41523.68,42063.78,18853.381,791043919.4949,185974
1642453200000,2022-01-17 21:00:00,BTCUSDT,42065.01,42129.37,41582.0,41710.21,14738.347,615793636.99055,158450
1642449600000,2022-01-17 20:00:00,BTCUSDT,42221.14,42294.0,42006.0,42065.0,5519.861,232683852.12728998,67054
1642446000000,2022-01-17 19:00:00,BTCUSDT,42162.85,42298.02,42087.38,42221.15,7048.638000000001,297385622.17449,78643
1642442400000,2022-01-17 18:00:00,BTCUSDT,42108.49,42181.14,41826.0,42162.86,14219.085,597235348.6237,154540
1642438800000,2022-01-17 17:00:00,BTCUSDT,42211.68,42238.83,41931.0,42108.49,16006.757,673932956.0531,180595
1642435200000,2022-01-17 16:00:00,BTCUSDT,42467.49,42527.0,42105.67,42212.29,20007.054,846040736.96883,221681
1642431600000,2022-01-17 15:00:00,BTCUSDT,42645.25,42676.23,42345.78,42467.49,11063.393,470338824.69148,128025
1642428000000,2022-01-17 14:00:00,BTCUSDT,42631.58,42717.95,42546.34,42645.25,6965.093000000001,296956807.1489,79946
1642424400000,2022-01-17 13:00:00,BTCUSDT,42544.28,42666.99,42490.42,42631.58,6336.29,269801616.80737996,86833
1642420800000,2022-01-17 12:00:00,BTCUSDT,42656.61,42768.95,42420.0,42544.28,13366.108,569400150.20993,144574
1642417200000,2022-01-17 11:00:00,BTCUSDT,42775.47,42826.5,42634.98,42656.61,5430.534000000001,232010850.61705,67381
1642413600000,2022-01-17 10:00:00,BTCUSDT,42825.25,42880.0,42605.67,42775.48,6605.695,282406784.7843,74459
1642410000000,2022-01-17 09:00:00,BTCUSDT,42770.0,42887.63,42710.0,42825.25,5276.049,225817197.71346,74391
1642406400000,2022-01-17 08:00:00,BTCUSDT,42638.1,42845.0,42555.01,42770.01,8919.623,380901980.36196,96519
1642402800000,2022-01-17 07:00:00,BTCUSDT,42730.98,42951.92,42633.41,42639.51,7124.059,304782800.55289,79166
1642399200000,2022-01-17 06:00:00,BTCUSDT,42649.7,42850.0,42624.49,42730.98,8681.146,371068713.6368,89762
1642395600000,2022-01-17 05:00:00,BTCUSDT,42606.25,42694.04,42222.0,42649.7,15905.985,675435258.60277,153274
1642392000000,2022-01-17 04:00:00,BTCUSDT,42636.3,42783.48,42587.1,42606.26,7177.816999999999,306320537.42724,93863
1642388400000,2022-01-17 03:00:00,BTCUSDT,42901.92,42970.0,42606.0,42635.91,8688.388,371445756.31427,92971
1642384800000,2022-01-17 02:00:00,BTCUSDT,42879.99,42926.53,42768.17,42901.91,5349.94,229274593.46601,59468
1642381200000,2022-01-17 01:00:00,BTCUSDT,42873.87,42928.45,42789.86,42879.99,6371.828,273050596.05024,65859
1642377600000,2022-01-17 00:00:00,BTCUSDT,43060.66,43159.32,42847.62,42873.86,6788.329000000001,291831952.4165,74973
1642374000000,2022-01-16 23:00:00,BTCUSDT,43157.22,43250.0,43033.5,43060.66,5443.531,234846022.91191,59444
1642370400000,2022-01-16 22:00:00,BTCUSDT,42936.71,43233.16,42921.57,43157.21,5535.802,238761072.34781,61337
1642366800000,2022-01-16 21:00:00,BTCUSDT,43014.29,43071.0,42877.97,42937.0,3811.91,163745290.95695,46152
1642363200000,2022-01-16 20:00:00,BTCUSDT,42817.01,43095.22,42731.07,43014.28,7902.383000000001,339295735.33614,91603
1642359600000,2022-01-16 19:00:00,BTCUSDT,43042.17,43057.0,42768.87,42817.01,7117.5509999999995,305259041.48194,91225
1642356000000,2022-01-16 18:00:00,BTCUSDT,43059.54,43117.0,42951.28,43042.16,5706.191,245609961.80251002,73451
1642352400000,2022-01-16 17:00:00,BTCUSDT,43359.08,43400.0,43027.68,43059.54,7611.991999999999,328741318.22634,84118
1642348800000,2022-01-16 16:00:00,BTCUSDT,43208.01,43464.71,43150.0,43359.08,8942.645,387535429.96921,102678
1642345200000,2022-01-16 15:00:00,BTCUSDT,43280.64,43362.96,43119.96,43207.81,8608.267,371956141.66243,93133
1642341600000,2022-01-16 14:00:00,BTCUSDT,43097.89,43409.42,43000.0,43280.64,19848.289,857891900.17403,192589
1642338000000,2022-01-16 13:00:00,BTCUSDT,42990.02,43172.65,42531.69,43097.88,23159.404,991730359.0982301,213395
1642334400000,2022-01-16 12:00:00,BTCUSDT,42960.0,43133.61,42950.26,42990.01,6018.229,259089364.39327997,74158
1642330800000,2022-01-16 11:00:00,BTCUSDT,42905.16,43034.78,42750.0,42960.0,10882.516000000001,466787400.98572004,118775
1642327200000,2022-01-16 10:00:00,BTCUSDT,43064.22,43169.42,42860.0,42904.4,6116.603,263372734.72717002,73118
1642323600000,2022-01-16 09:00:00,BTCUSDT,43063.92,43120.0,43017.2,43064.22,3931.316,169341596.0755,65917
1642320000000,2022-01-16 08:00:00,BTCUSDT,43173.02,43274.82,43051.49,43063.92,5447.545999999999,235081750.30058998,83620
1642316400000,2022-01-16 07:00:00,BTCUSDT,43171.67,43229.83,43091.62,43173.02,5033.47,217302314.07065,62861
1642312800000,2022-01-16 06:00:00,BTCUSDT,42940.65,43200.0,42900.0,43171.67,5310.213000000001,228726210.19493,58551
1642309200000,2022-01-16 05:00:00,BTCUSDT,43004.9,43107.69,42937.58,42941.14,3428.0190000000002,147545021.35064,42264
1642305600000,2022-01-16 04:00:00,BTCUSDT,42966.51,43050.0,42835.0,43004.91,5913.937,254109478.46995,54164
1642302000000,2022-01-16 03:00:00,BTCUSDT,42915.41,43035.73,42842.13,42966.51,5006.022,214969934.20536,60235
1642298400000,2022-01-16 02:00:00,BTCUSDT,42979.61,43070.55,42816.0,42915.41,6855.241999999999,294452901.93184,73415
1642294800000,2022-01-16 01:00:00,BTCUSDT,43060.0,43136.68,42965.01,42979.6,4276.816,184064693.47652,51316
1642291200000,2022-01-16 00:00:00,BTCUSDT,43070.51,43101.79,42973.01,43060.0,5542.581,238577049.28575,76815
1642287600000,2022-01-15 23:00:00,BTCUSDT,43225.92,43359.97,43058.57,43070.51,6969.071999999999,301042091.07171,77159
1642284000000,2022-01-15 22:00:00,BTCUSDT,43282.8,43380.0,43102.08,43225.92,5229.237,226100022.42345,73169
1642280400000,2022-01-15 21:00:00,BTCUSDT,43473.73,43514.36,43135.71,43281.73,10347.614,448386802.49014,104562
1642276800000,2022-01-15 20:00:00,BTCUSDT,43496.85,43800.0,43456.83,43473.72,13848.232,604181183.7843,147194
1642273200000,2022-01-15 19:00:00,BTCUSDT,43297.97,43548.7,43285.49,43496.85,5881.929,255343297.67771,70998
1642269600000,2022-01-15 18:00:00,BTCUSDT,43348.21,43353.67,43213.53,43297.97,5642.561,244241157.12967002,73094
1642266000000,2022-01-15 17:00:00,BTCUSDT,43306.36,43570.0,43219.26,43348.2,11008.946000000002,477633985.57500994,124440
1642262400000,2022-01-15 16:00:00,BTCUSDT,43370.0,43400.0,43200.34,43306.35,7967.427,344956184.98963,97059
1642258800000,2022-01-15 15:00:00,BTCUSDT,43162.2,43389.66,43042.71,43370.01,10743.809,464334241.45287997,125281
1642255200000,2022-01-15 14:00:00,BTCUSDT,42889.22,43300.0,42721.11,43162.19,16715.633,719666052.40753,247681
1642251600000,2022-01-15 13:00:00,BTCUSDT,42699.99,42965.75,42624.46,42889.22,10219.572,437615784.78905,153517
1642248000000,2022-01-15 12:00:00,BTCUSDT,42998.2,43027.34,42530.64,42700.0,15620.795,667863954.70187,145898
1642244400000,2022-01-15 11:00:00,BTCUSDT,43085.01,43092.32,42942.45,42995.23,5352.059,230279763.02762002,62164
1642240800000,2022-01-15 10:00:00,BTCUSDT,43042.65,43279.93,42984.08,43085.01,10347.192,446462226.34807,97017
1642237200000,2022-01-15 09:00:00,BTCUSDT,42968.17,43074.99,42856.31,43042.65,4845.944,208134849.90868,57836
1642233600000,2022-01-15 08:00:00,BTCUSDT,43073.99,43099.86,42927.77,42968.18,4233.995,182156894.71728,53505
1642230000000,2022-01-15 07:00:00,BTCUSDT,43048.53,43079.83,42913.0,43073.99,3479.0040000000004,149560507.19517,44959
1642226400000,2022-01-15 06:00:00,BTCUSDT,42965.68,43091.24,42854.01,43048.54,4832.17,207643096.66837,54139
1642222800000,2022-01-15 05:00:00,BTCUSDT,42895.77,43043.42,42807.45,42965.67,3768.183,161805270.13896,49889
1642219200000,2022-01-15 04:00:00,BTCUSDT,42918.27,42946.81,42676.19,42895.77,9423.023000000001,403619462.1412,87824
1642215600000,2022-01-15 03:00:00,BTCUSDT,43078.85,43115.88,42900.0,42918.27,4457.093,191739542.25343,48577
1642212000000,2022-01-15 02:00:00,BTCUSDT,42965.85,43081.32,42900.0,43080.0,3126.437,134438580.15124,42122
1642208400000,2022-01-15 01:00:00,BTCUSDT,43082.05,43139.0,42846.58,42965.85,4351.165,187011243.70272,52622
1642204800000,2022-01-15 00:00:00,BTCUSDT,43042.4,43161.54,42895.04,43082.04,6238.065,268408866.88498,71371
1642201200000,2022-01-14 23:00:00,BTCUSDT,43230.01,43268.93,42984.0,43042.4,5688.7,245175632.24806002,67442
1642197600000,2022-01-14 22:00:00,BTCUSDT,43268.35,43374.96,43150.0,43230.0,5005.596,216481833.20394,60435
1642194000000,2022-01-14 21:00:00,BTCUSDT,43076.36,43450.0,43068.26,43268.35,7914.398,342261426.94767004,88478
1642190400000,2022-01-14 20:00:00,BTCUSDT,43055.1,43167.92,42976.94,43075.96,5411.137,233028818.13232002,62995
1642186800000,2022-01-14 19:00:00,BTCUSDT,43030.91,43388.0,42986.82,43055.09,9770.73,421809469.55041003,107968
1642183200000,2022-01-14 18:00:00,BTCUSDT,42904.07,43098.03,42758.46,43030.9,9692.129,415761246.80342996,97705
1642179600000,2022-01-14 17:00:00,BTCUSDT,43183.62,43252.0,42857.0,42904.07,8930.676,384284347.22471,96611
1642176000000,2022-01-14 16:00:00,BTCUSDT,43082.58,43229.18,42837.92,43183.63,13597.733,585271393.83199,141969
1642172400000,2022-01-14 15:00:00,BTCUSDT,42945.09,43350.0,42752.0,43082.57,31757.411,1367328636.95473,277680
1642168800000,2022-01-14 14:00:00,BTCUSDT,42140.37,43073.0,42100.0,42945.09,31304.374,1333762238.29091,273313
1642165200000,2022-01-14 13:00:00,BTCUSDT,42029.37,42293.0,42001.4,42140.37,13087.678999999998,552062614.6116099,120036
1642161600000,2022-01-14 12:00:00,BTCUSDT,41983.12,42217.4,41666.0,42029.37,17901.29,751911211.89141,166061
1642158000000,2022-01-14 11:00:00,BTCUSDT,42059.75,42062.76,41807.22,41983.12,19896.161,834344126.8018401,198611
1642154400000,2022-01-14 10:00:00,BTCUSDT,42535.64,42598.83,41860.0,42059.75,19322.8,815788208.5491201,180948
1642150800000,2022-01-14 09:00:00,BTCUSDT,42505.53,42687.35,42444.44,42535.65,7773.64,330865664.18852,86127
1642147200000,2022-01-14 08:00:00,BTCUSDT,42635.64,42658.86,42340.0,42505.72,14173.183,601777460.88189,138709
1642143600000,2022-01-14 07:00:00,BTCUSDT,42781.41,42858.04,42557.83,42635.62,6662.321,284517112.48865,73954
1642140000000,2022-01-14 06:00:00,BTCUSDT,42864.34,42950.7,42750.0,42781.41,6958.892,298141232.01172996,72874
1642136400000,2022-01-14 05:00:00,BTCUSDT,42655.79,42887.53,42622.28,42864.34,5315.988,227331998.68929,56366
1642132800000,2022-01-14 04:00:00,BTCUSDT,42611.04,42825.52,42593.3,42655.5,6234.161,266316857.90462002,60051
1642129200000,2022-01-14 03:00:00,BTCUSDT,42690.01,42716.33,42552.94,42611.77,4208.885,179494196.28397,46668
1642125600000,2022-01-14 02:00:00,BTCUSDT,42574.0,42709.77,42415.0,42690.0,6809.925,289896360.56882995,69782
1642122000000,2022-01-14 01:00:00,BTCUSDT,42732.33,42750.0,42520.33,42576.16,4928.073,210094376.99203998,61139
1642118400000,2022-01-14 00:00:00,BTCUSDT,42538.72,42764.51,42350.0,42732.33,10171.195,433055173.62639,105364
1642114800000,2022-01-13 23:00:00,BTCUSDT,42566.67,42712.93,42480.0,42534.32,6483.451999999999,276211213.23522,71753
1642111200000,2022-01-13 22:00:00,BTCUSDT,42779.07,42862.05,42450.04,42566.68,6497.424,277075916.31841004,75072
1642107600000,2022-01-13 21:00:00,BTCUSDT,42760.66,42855.0,42636.11,42780.0,7457.642,318875690.88646,78477
1642104000000,2022-01-13 20:00:00,BTCUSDT,42690.01,42777.0,42301.16,42760.66,16832.659,715026744.10602,156495
1642100400000,2022-01-13 19:00:00,BTCUSDT,42699.53,42885.7,42511.49,42690.02,13561.676000000001,578640137.85805,130103
1642096800000,2022-01-13 18:00:00,BTCUSDT,42800.01,42940.0,42611.26,42699.54,9626.133,411976117.94918996,108854
1642093200000,2022-01-13 17:00:00,BTCUSDT,43224.79,43230.0,42552.0,42800.0,29182.18,1248984793.18622,268827
1642089600000,2022-01-13 16:00:00,BTCUSDT,43170.0,43500.0,43051.97,43224.79,19690.156000000003,851786103.53817,185428
1642086000000,2022-01-13 15:00:00,BTCUSDT,44120.24,44178.08,42847.86,43170.0,53843.415,2331970031.42351,464127
1642082400000,2022-01-13 14:00:00,BTCUSDT,43891.64,44396.68,43812.13,44120.24,31784.18,1402628967.2091901,288558
1642078800000,2022-01-13 13:00:00,BTCUSDT,43788.1,43932.0,43660.88,43891.64,9059.882,396830430.33318996,91690
1642075200000,2022-01-13 12:00:00,BTCUSDT,43592.1,43798.83,43561.01,43786.9,6468.985,282835225.08581,75813
1642071600000,2022-01-13 11:00:00,BTCUSDT,43766.01,43818.56,43466.76,43592.1,11879.675,518453485.74243,121103
1642068000000,2022-01-13 10:00:00,BTCUSDT,43855.89,43998.0,43740.0,43766.01,8033.808000000001,352588270.87934,91356
1642064400000,2022-01-13 09:00:00,BTCUSDT,43876.43,43973.25,43716.44,43855.47,8839.456,387441785.01945,85187
1642060800000,2022-01-13 08:00:00,BTCUSDT,43682.7,43880.0,43649.3,43876.44,6409.043000000001,280654940.63125,73649
1642057200000,2022-01-13 07:00:00,BTCUSDT,43694.34,43750.0,43519.0,43682.7,5056.018,220678982.91861,52660
1642053600000,2022-01-13 06:00:00,BTCUSDT,43645.71,43777.0,43623.0,43692.74,4443.431,194189167.78715,52144
1642050000000,2022-01-13 05:00:00,BTCUSDT,43604.41,43749.94,43565.0,43645.7,4085.7859999999996,178314659.79853,48169
1642046400000,2022-01-13 04:00:00,BTCUSDT,43501.18,43699.16,43480.37,43604.4,4869.642,212413757.77728,56600
1642042800000,2022-01-13 03:00:00,BTCUSDT,43583.19,43637.24,43419.11,43501.19,5651.853,245782496.20715,62868
1642039200000,2022-01-13 02:00:00,BTCUSDT,43542.42,43669.0,43509.48,43583.2,4435.474,193376756.52031,47529
1642035600000,2022-01-13 01:00:00,BTCUSDT,43699.63,43785.31,43500.0,43540.96,7249.315,316226912.96193,72796
1642032000000,2022-01-13 00:00:00,BTCUSDT,43880.72,44034.98,43643.0,43699.62,7847.895,343954368.1989,82972
1642028400000,2022-01-12 23:00:00,BTCUSDT,43813.58,44000.0,43784.48,43880.72,5781.272,253883913.34465,60869
1642024800000,2022-01-12 22:00:00,BTCUSDT,43756.13,43934.02,43721.55,43813.58,4518.417,198050093.09743,53814
1642021200000,2022-01-12 21:00:00,BTCUSDT,43794.97,44300.0,43720.01,43756.14,16446.416,723476044.28207,151675
1642017600000,2022-01-12 20:00:00,BTCUSDT,43708.98,43990.0,43604.0,43794.87,8055.6669999999995,352887915.9373,81530
1642014000000,2022-01-12 19:00:00,BTCUSDT,43570.0,43732.16,43507.76,43707.2,6032.999,263036076.99796,61898
1642010400000,2022-01-12 18:00:00,BTCUSDT,43815.7,43870.0,43526.32,43570.0,11012.252,481203510.2474,94572
1642006800000,2022-01-12 17:00:00,BTCUSDT,43591.28,43846.36,43473.95,43814.93,8677.124,378999086.50081,93572
1642003200000,2022-01-12 16:00:00,BTCUSDT,43550.0,43679.99,43300.0,43593.0,12576.546999999999,547369695.96191,126065
1641999600000,2022-01-12 15:00:00,BTCUSDT,43819.68,43916.15,43389.15,43549.99,17322.633,755685537.13948,170985
1641996000000,2022-01-12 14:00:00,BTCUSDT,43881.77,43921.0,43650.0,43819.68,20490.974,896880780.2764301,186083
1641992400000,2022-01-12 13:00:00,BTCUSDT,43245.67,44091.93,43152.0,43881.76,47170.008,2059363919.0722,396754
1641988800000,2022-01-12 12:00:00,BTCUSDT,42906.98,43250.0,42848.38,43245.67,18090.111,779229805.13295,169754
1641985200000,2022-01-12 11:00:00,BTCUSDT,42739.15,43444.0,42657.0,42906.98,27574.095,1188201463.0655198,225123
1641981600000,2022-01-12 10:00:00,BTCUSDT,42778.0,42979.89,42713.76,42739.14,10919.864,467889045.23828,102167
1641978000000,2022-01-12 09:00:00,BTCUSDT,42594.18,42897.34,42555.01,42778.0,11115.999,475009630.24387,107703
1641974400000,2022-01-12 08:00:00,BTCUSDT,42550.1,42691.95,42487.74,42594.19,5898.908,251337943.44316,66359
1641970800000,2022-01-12 07:00:00,BTCUSDT,42661.99,42661.99,42450.0,42550.09,7683.443,326846508.45172995,76155
1641967200000,2022-01-12 06:00:00,BTCUSDT,42688.5,42864.0,42580.0,42661.99,7095.215,302970887.11737996,71088
1641963600000,2022-01-12 05:00:00,BTCUSDT,42614.36,42752.35,42545.73,42688.49,4321.896,184419744.20211002,48252
1641960000000,2022-01-12 04:00:00,BTCUSDT,42592.91,42715.7,42503.0,42614.35,5157.153,219715610.22233,52799
1641956400000,2022-01-12 03:00:00,BTCUSDT,42545.54,42644.71,42477.05,42592.92,4456.532,189734420.4444,44075
1641952800000,2022-01-12 02:00:00,BTCUSDT,42617.4,42699.35,42415.0,42545.54,6269.504,266723444.8985,62285
1641949200000,2022-01-12 01:00:00,BTCUSDT,42664.56,42754.01,42532.45,42617.4,5304.866999999999,226104397.93089,57593
1641945600000,2022-01-12 00:00:00,BTCUSDT,42700.69,42949.97,42550.0,42664.57,9367.398000000001,400328190.77257,92067
1641942000000,2022-01-11 23:00:00,BTCUSDT,42685.05,42871.4,42605.1,42700.68,6768.11,289312129.73926,69705
1641938400000,2022-01-11 22:00:00,BTCUSDT,42643.77,42757.17,42586.58,42685.05,4506.442,192265010.28438002,54278
1641934800000,2022-01-11 21:00:00,BTCUSDT,42774.08,42793.0,42622.0,42643.77,4949.249,211334228.96893,57958
1641931200000,2022-01-11 20:00:00,BTCUSDT,42938.55,43080.52,42656.82,42774.08,9735.142,417009527.21478,102329
1641927600000,2022-01-11 19:00:00,BTCUSDT,42730.32,43054.6,42566.06,42938.55,11778.749,504162452.78837997,119288
1641924000000,2022-01-11 18:00:00,BTCUSDT,42523.15,42888.0,42325.0,42730.31,13004.745,554701491.48007,141217
1641920400000,2022-01-11 17:00:00,BTCUSDT,42684.18,43118.0,42272.69,42523.15,34943.898,1489805106.8073099,312055
1641916800000,2022-01-11 16:00:00,BTCUSDT,41716.41,42919.0,41662.16,42684.18,45928.570999999996,1947366434.45633,421040
1641913200000,2022-01-11 15:00:00,BTCUSDT,41614.84,42200.0,41400.0,41716.42,30999.352000000003,1295728138.48986,287318
1641909600000,2022-01-11 14:00:00,BTCUSDT,41691.83,41812.44,41255.0,41616.57,24534.603,1018131240.94339,232071
1641906000000,2022-01-11 13:00:00,BTCUSDT,41796.79,41877.0,41575.36,41691.83,8554.576,356898484.37866,92126
1641902400000,2022-01-11 12:00:00,BTCUSDT,41800.07,41950.0,41709.09,41796.8,6322.188,264533711.79547998,80023
1641898800000,2022-01-11 11:00:00,BTCUSDT,41619.08,41932.65,41574.42,41800.95,10902.17,455399296.31424004,111013
1641895200000,2022-01-11 10:00:00,BTCUSDT,41968.37,42059.31,41561.25,41619.09,12137.078000000001,507062549.82242996,123704
1641891600000,2022-01-11 09:00:00,BTCUSDT,41979.9,42134.99,41826.11,41967.92,9915.634,416244991.51185,102091
1641888000000,2022-01-11 08:00:00,BTCUSDT,42191.81,42698.34,41890.24,41978.17,21645.602000000003,913517819.0635699,196479
1641884400000,2022-01-11 07:00:00,BTCUSDT,42088.99,42276.82,42059.0,42191.79,6246.485,263306732.63145,71257
1641880800000,2022-01-11 06:00:00,BTCUSDT,42096.61,42210.55,41950.0,42088.99,5856.834,246443505.83362,68454
1641877200000,2022-01-11 05:00:00,BTCUSDT,42284.38,42294.11,42010.0,42096.61,6897.698,290531781.83954,76978
